banana,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/376307_banana7_medium_IoU0.7_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/376307_banana7_medium_IoU0.7_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/376307_banana7_medium_IoU0.7_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/376307_banana7_medium_IoU0.7_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/376307_banana7_medium_IoU0.7.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/158548_person2_medium_IoU0.8_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/158548_person2_medium_IoU0.8_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/158548_person2_medium_IoU0.8_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/158548_person2_medium_IoU0.8_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/158548_person2_medium_IoU0.8.png"" />"
spoon1,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/496571_spoon10_small_IoU0.5_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/496571_spoon10_small_IoU0.5_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/496571_spoon10_small_IoU0.5_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/496571_spoon10_small_IoU0.5_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/496571_spoon10_small_IoU0.5.png"" />"
snowboard,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/95155_snowboard5_small_IoU0.5_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/95155_snowboard5_small_IoU0.5_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/95155_snowboard5_small_IoU0.5_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/95155_snowboard5_small_IoU0.5_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/95155_snowboard5_small_IoU0.5.png"" />"
person1,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person15_large_IoU0.5_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person15_large_IoU0.5_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person15_large_IoU0.5_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person15_large_IoU0.5_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person15_large_IoU0.5.png"" />"
bird,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird3_large_IoU0.8_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird3_large_IoU0.8_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird3_large_IoU0.8_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird3_large_IoU0.8_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird3_large_IoU0.8.png"" />"
vase,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/578922_vase2_large_IoU0.6_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/578922_vase2_large_IoU0.6_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/578922_vase2_large_IoU0.6_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/578922_vase2_large_IoU0.6_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/578922_vase2_large_IoU0.6.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person1_large_IoU0.9_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person1_large_IoU0.9_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person1_large_IoU0.9_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person1_large_IoU0.9_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/117492_person1_large_IoU0.9.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142472_person4_small_IoU0.5_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142472_person4_small_IoU0.5_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142472_person4_small_IoU0.5_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142472_person4_small_IoU0.5_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142472_person4_small_IoU0.5.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/262487_person1_medium_IoU0.7_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/262487_person1_medium_IoU0.7_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/262487_person1_medium_IoU0.7_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/262487_person1_medium_IoU0.7_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/262487_person1_medium_IoU0.7.png"" />"
oven,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/30213_oven4_large_IoU0.7_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/30213_oven4_large_IoU0.7_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/30213_oven4_large_IoU0.7_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/30213_oven4_large_IoU0.7_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/30213_oven4_large_IoU0.7.png"" />"
person2,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/406611_person22_large_IoU0.7_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/406611_person22_large_IoU0.7_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/406611_person22_large_IoU0.7_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/406611_person22_large_IoU0.7_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/406611_person22_large_IoU0.7.png"" />"
bird,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird1_large_IoU0.7_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird1_large_IoU0.7_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird1_large_IoU0.7_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird1_large_IoU0.7_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/cascade_mask_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182441_bird1_large_IoU0.7.png"" />"
